49 7776 31843
0 0     -3.326500e+02 2.620900e+02
7 1947     1.488300e+02 1.200800e+02
10 1947     1.365500e+02 1.085300e+02
7 1948     3.447400e+02 9.048999e+01
11 1948     3.050900e+02 7.765002e+01
7 1949     3.420400e+02 8.695001e+01
10 1949     2.696800e+02 6.434998e+01
7 1950     -2.083900e+02 7.012000e+01
10 1950     -1.671300e+02 5.389001e+01
11 1950     -1.856300e+02 6.148999e+01
7 1951     3.434000e+02 2.703003e+01
11 1951     3.030700e+02 2.167999e+01
7 1952     2.095300e+02 2.484998e+01
10 1952     1.872000e+02 2.070001e+01
11 1952     1.981500e+02 2.322998e+01
7 1953     3.457000e+02 1.603998e+01
11 1953     3.049700e+02 1.256000e+01
7 1954     -3.588100e+02 -8.838000e+01
11 1954     -3.022000e+02 -7.815002e+01
7 1955     -4.666000e+01 -1.255700e+02
11 1955     -3.481000e+01 -1.082800e+02
7 1956     -9.553000e+01 3.066700e+02
11 1956     -8.600000e+01 2.783900e+02
7 1957     -1.209600e+02 2.897700e+02
11 1957     -1.086500e+02 2.618500e+02
13 1957     -8.866000e+01 2.190600e+02
7 1958     -4.762000e+01 1.908100e+02
10 1958     -4.048999e+01 1.668700e+02
11 1958     -4.354001e+01 1.786500e+02
7 1959     -3.618100e+02 1.200600e+02
10 1959     -2.630300e+02 8.342999e+01
11 1959     -3.051000e+02 9.991000e+01
7 1960     -2.806400e+02 9.860999e+01
10 1960     -2.173700e+02 7.352002e+01
7 1961     3.432700e+02 6.664001e+01
11 1961     3.027700e+02 5.722998e+01
13 1961     2.456200e+02 4.263000e+01
7 1962     3.241500e+02 6.503003e+01
10 1962     2.560800e+02 4.753998e+01
7 1963     3.120100e+02 5.084998e+01
11 1963     2.761800e+02 4.342999e+01
7 1964     -2.982600e+02 4.929999e+01
11 1964     -2.568800e+02 4.097998e+01
18 1964     -3.880500e+02 8.829001e+01
19 1964     -3.075700e+02 8.206000e+01
21 1964     -1.545800e+02 7.334003e+01
23 1964     -2.288400e+02 7.809003e+01
26 1964     -8.426999e+01 6.823999e+01
28 1964     -1.703000e+01 6.363000e+01
29 1964     4.828000e+01 5.870001e+01
36 1964     1.099300e+02 5.350000e+01
42 1964     1.674000e+02 5.331000e+01
7 1965     -2.968300e+02 4.415997e+01
11 1965     -2.557800e+02 3.642999e+01
7 1966     -2.968300e+02 4.415997e+01
11 1966     -2.557800e+02 3.642999e+01
7 1967     -2.061700e+02 3.546002e+01
11 1967     -1.839000e+02 3.010999e+01
7 1968     2.228000e+02 3.153003e+01
10 1968     1.969300e+02 2.629999e+01
16 1968     1.673000e+02 2.001001e+01
7 1969     3.351700e+02 2.588000e+01
11 1969     2.960600e+02 2.123999e+01
7 1970     3.328800e+02 1.448999e+01
11 1970     2.939300e+02 1.151001e+01
7 1971     -3.574900e+02 3.000000e+00
11 1971     -3.017900e+02 -2.299805e-01
42 1971     1.113400e+02 2.190002e+00
7 1972     -2.700400e+02 -2.521002e+01
10 1972     -1.884000e+02 -2.458002e+01
11 1972     -2.227800e+02 -2.421997e+01
7 1973     -2.171900e+02 -3.300000e+01
11 1973     -1.928300e+02 -3.222998e+01
7 1974     -3.157000e+02 -6.246997e+01
11 1974     -2.731700e+02 -5.675000e+01
7 1975     2.937200e+02 -8.866998e+01
10 1975     2.380500e+02 -7.353998e+01
11 1975     2.632800e+02 -7.971997e+01
7 1976     1.087500e+02 -1.302700e+02
11 1976     9.573001e+01 -1.115900e+02
7 1977     1.342100e+02 -1.340900e+02
11 1977     1.175500e+02 -1.144800e+02
7 1978     -1.399800e+02 2.970600e+02
10 1978     -1.150200e+02 2.428700e+02
11 1978     -1.257600e+02 2.677800e+02
7 1979     2.026500e+02 2.018800e+02
11 1979     1.884500e+02 1.871000e+02
7 1980     -4.745999e+01 1.339500e+02
10 1980     -4.307999e+01 1.207700e+02
11 1980     -4.516000e+01 1.278300e+02
13 1980     -4.038000e+01 1.163900e+02
22 1980     -3.995001e+01 1.112100e+02
7 1981     -1.497700e+02 1.204000e+02
10 1981     -1.140300e+02 9.085001e+01
11 1981     -1.298600e+02 1.047300e+02
13 1981     -1.004100e+02 8.172000e+01
29 1981     2.212800e+02 2.285300e+02
7 1982     -1.497700e+02 1.204000e+02
10 1982     -1.140300e+02 9.085001e+01
11 1982     -1.298600e+02 1.047300e+02
13 1982     -1.004100e+02 8.172000e+01
29 1982     2.212800e+02 2.285300e+02
7 1983     3.427800e+02 1.110600e+02
11 1983     3.026500e+02 9.610999e+01
13 1983     2.453900e+02 7.345001e+01
16 1983     2.059700e+02 5.744000e+01
7 1984     3.512300e+02 6.122998e+01
10 1984     2.767000e+02 4.440997e+01
16 1984     2.106500e+02 2.946002e+01
22 1984     2.289800e+02 3.328998e+01
7 1985     3.481800e+02 5.014001e+01
10 1985     2.744200e+02 3.612000e+01
11 1985     3.069700e+02 4.278998e+01
13 1985     2.495000e+02 3.087000e+01
22 1985     2.278300e+02 2.587000e+01
7 1986     -2.837500e+02 4.157001e+01
10 1986     -2.160800e+02 2.706000e+01
11 1986     -2.457600e+02 3.465002e+01
13 1986     -1.917500e+02 2.429999e+01
7 1987     -2.837500e+02 4.157001e+01
10 1987     -2.160800e+02 2.706000e+01
11 1987     -2.457600e+02 3.465002e+01
7 1988     -2.054900e+02 1.403003e+01
11 1988     -1.836600e+02 1.101001e+01
7 1989     2.209400e+02 -5.159973e+00
10 1989     1.964800e+02 -6.489990e+00
11 1989     2.085200e+02 -6.109985e+00
13 1989     1.865500e+02 -6.070007e+00
16 1989     1.672100e+02 -7.390015e+00
22 1989     1.762400e+02 -6.190002e+00
7 1990     -2.207600e+02 -3.608002e+01
11 1990     -1.961800e+02 -3.340997e+01
7 1991     -2.207600e+02 -3.608002e+01
11 1991     -1.961800e+02 -3.340997e+01
7 1992     -2.137700e+02 -4.942999e+01
11 1992     -1.905600e+02 -4.656000e+01
7 1993     1.542300e+02 -7.482001e+01
10 1993     1.320300e+02 -6.509998e+01
11 1993     1.428100e+02 -6.946997e+01
13 1993     1.239900e+02 -6.075000e+01
22 1993     1.156100e+02 -5.807001e+01
7 1994     -2.188100e+02 -7.620001e+01
10 1994     -1.744200e+02 -6.658002e+01
36 1994     2.257900e+02 -1.007600e+02
42 1994     2.745000e+02 -9.612000e+01
7 1995     2.868200e+02 -7.896002e+01
11 1995     2.586100e+02 -7.148999e+01
7 1996     -3.601900e+02 -9.196997e+01
11 1996     -3.039300e+02 -8.113000e+01
7 1997     -3.601900e+02 -9.196997e+01
11 1997     -3.039300e+02 -8.113000e+01
7 1998     7.798001e+01 -1.294300e+02
11 1998     7.028000e+01 -1.110900e+02
7 1999     1.231100e+02 -1.308100e+02
11 1999     1.079100e+02 -1.118200e+02
7 2000     8.328000e+01 -1.327200e+02
11 2000     7.447000e+01 -1.135600e+02
7 2001     -1.632000e+02 3.113000e+02
11 2001     -1.474400e+02 2.825100e+02
7 2002     1.817700e+02 2.305300e+02
10 2002     1.578000e+02 1.969200e+02
11 2002     1.694800e+02 2.132900e+02
13 2002     1.495000e+02 1.838500e+02
22 2002     1.401500e+02 1.713000e+02
7 2003     2.125200e+02 2.206000e+02
10 2003     1.839400e+02 1.875400e+02
11 2003     1.978600e+02 2.032500e+02
13 2003     1.738000e+02 1.746700e+02
7 2004     -5.225000e+01 1.970500e+02
10 2004     -4.441000e+01 1.717400e+02
11 2004     -4.794000e+01 1.843500e+02
7 2005     -4.260001e+01 1.919900e+02
10 2005     -3.617999e+01 1.669900e+02
11 2005     -3.907001e+01 1.791700e+02
13 2005     -3.300000e+01 1.581000e+02
22 2005     -3.170999e+01 1.488200e+02
34 2005     -3.504001e+01 1.280700e+02
43 2005     -3.314001e+01 1.225400e+02
7 2006     2.970600e+02 1.230300e+02
10 2006     2.355900e+02 9.237000e+01
13 2006     2.144900e+02 8.145001e+01
16 2006     1.808500e+02 6.509998e+01
7 2007     -3.426600e+02 1.200600e+02
11 2007     -2.901300e+02 1.005000e+02
7 2008     -3.171900e+02 1.068600e+02
10 2008     -2.402200e+02 7.751001e+01
11 2008     -2.714100e+02 9.038000e+01
29 2008     3.381000e+01 1.185900e+02
42 2008     1.490000e+02 1.089900e+02
7 2009     -1.757300e+02 9.617001e+01
11 2009     -1.526200e+02 8.407999e+01
13 2009     -1.184700e+02 6.428003e+01
16 2009     -9.789001e+01 5.126001e+01
30 2009     -9.301001e+01 4.609003e+01
34 2009     -9.076001e+01 4.309998e+01
39 2009     -7.342999e+01 3.762000e+01
7 2010     -1.973700e+02 5.596997e+01
11 2010     -1.720000e+02 4.746002e+01
16 2010     -1.115300e+02 2.714001e+01
7 2011     -2.023500e+02 3.887000e+01
11 2011     -1.781400e+02 3.327002e+01
7 2012     -2.023500e+02 3.887000e+01
11 2012     -1.781400e+02 3.327002e+01
7 2013     2.560100e+02 3.098999e+01
10 2013     2.227500e+02 2.558002e+01
11 2013     2.387000e+02 2.910999e+01
22 2013     1.970400e+02 2.121002e+01
7 2014     2.650900e+02 2.645001e+01
10 2014     2.292600e+02 1.960999e+01
11 2014     2.462800e+02 2.344000e+01
7 2015     3.482200e+02 2.516998e+01
10 2015     2.739600e+02 1.616998e+01
11 2015     3.071800e+02 2.065997e+01
16 2015     2.086400e+02 8.210022e+00
22 2015     2.272100e+02 1.081000e+01
30 2015     1.912900e+02 6.390015e+00
7 2016     2.132300e+02 2.415997e+01
10 2016     1.904700e+02 2.062000e+01
11 2016     2.013500e+02 2.252002e+01
13 2016     1.812000e+02 1.909003e+01
22 2016     1.716400e+02 1.710999e+01
30 2016     1.522600e+02 1.408002e+01
34 2016     1.407500e+02 1.229999e+01
39 2016     1.369100e+02 1.104999e+01
45 2016     1.399100e+02 9.400024e+00
7 2017     3.298800e+02 2.384003e+01
10 2017     2.610700e+02 1.559998e+01
11 2017     2.922300e+02 1.946002e+01
13 2017     2.373100e+02 1.250000e+01
16 2017     1.995700e+02 7.500000e+00
22 2017     2.163900e+02 9.890015e+00
7 2018     3.460000e+02 1.967999e+01
10 2018     2.732700e+02 1.248999e+01
11 2018     3.061600e+02 1.620001e+01
13 2018     2.478100e+02 9.820007e+00
16 2018     2.075000e+02 5.400024e+00
22 2018     2.257800e+02 7.429993e+00
30 2018     1.895700e+02 3.630005e+00
43 2018     1.633600e+02 -8.001709e-02
7 2019     2.314100e+02 -5.440002e+00
10 2019     2.045000e+02 -6.349976e+00
13 2019     1.937300e+02 -6.580017e+00
16 2019     1.729000e+02 -7.780029e+00
22 2019     1.827600e+02 -7.390015e+00
30 2019     1.613500e+02 -8.330017e+00
34 2019     1.494400e+02 -9.169983e+00
7 2020     -3.240400e+02 -2.776001e+01
10 2020     -2.463200e+02 -2.667999e+01
11 2020     -2.808300e+02 -2.647998e+01
7 2021     -1.428600e+02 -9.196997e+01
10 2021     -1.090000e+02 -7.715997e+01
7 2022     8.809000e+01 -1.297200e+02
10 2022     7.066000e+01 -9.862000e+01
11 2022     7.814001e+01 -1.111400e+02
13 2022     6.497000e+01 -8.747998e+01
7 2023     3.056900e+02 -2.750500e+02
11 2023     2.242800e+02 -1.967500e+02
7 2024     1.641100e+02 2.038800e+02
10 2024     1.436900e+02 1.756000e+02
13 2024     1.375800e+02 1.644600e+02
16 2024     1.218000e+02 1.433500e+02
22 2024     1.291000e+02 1.531200e+02
30 2024     1.120600e+02 1.347100e+02
34 2024     1.028800e+02 1.270900e+02
39 2024     1.012600e+02 1.170900e+02
43 2024     9.878000e+01 1.204100e+02
45 2024     1.045300e+02 1.111100e+02
7 2025     1.860900e+02 2.021800e+02
11 2025     1.740900e+02 1.871600e+02
7 2026     2.183000e+02 1.993500e+02
11 2026     2.032900e+02 1.844000e+02
7 2027     -1.403200e+02 1.193200e+02
11 2027     -1.193800e+02 1.033500e+02
7 2028     3.372400e+02 1.119500e+02
10 2028     2.659900e+02 8.376999e+01
11 2028     2.978100e+02 9.670001e+01
13 2028     2.418800e+02 7.390997e+01
16 2028     2.028400e+02 5.860999e+01
22 2028     2.205200e+02 6.557001e+01
30 2028     1.852000e+02 5.279999e+01
39 2028     1.580100e+02 4.131000e+01
45 2028     1.577800e+02 3.728003e+01
7 2029     1.447300e+02 1.071200e+02
9 2029     1.887400e+02 1.770200e+02
10 2029     1.324700e+02 9.644000e+01
12 2029     2.064900e+02 1.972500e+02
15 2029     2.150800e+02 2.084600e+02
7 2030     -3.600100e+02 1.034300e+02
10 2030     -2.626000e+02 7.171002e+01
11 2030     -3.050000e+02 8.645999e+01
36 2030     4.856000e+01 9.807001e+01
7 2031     3.449400e+02 9.557001e+01
10 2031     2.721400e+02 7.134998e+01
11 2031     3.052900e+02 8.295001e+01
16 2031     2.072900e+02 4.925000e+01
22 2031     2.252400e+02 5.477002e+01
34 2031     1.731600e+02 3.977002e+01
43 2031     1.631300e+02 3.512000e+01
45 2031     1.610700e+02 3.057001e+01
7 2032     3.449400e+02 9.557001e+01
10 2032     2.721400e+02 7.134998e+01
11 2032     3.052900e+02 8.295001e+01
16 2032     2.072900e+02 4.925000e+01
22 2032     2.252400e+02 5.477002e+01
43 2032     1.631300e+02 3.512000e+01
45 2032     1.610700e+02 3.057001e+01
7 2033     3.484000e+02 8.906000e+01
10 2033     2.737700e+02 6.646997e+01
11 2033     3.074900e+02 7.683002e+01
16 2033     2.085500e+02 4.544000e+01
7 2034     3.142300e+02 2.370001e+01
10 2034     2.490600e+02 1.551001e+01
11 2034     2.780600e+02 1.942999e+01
7 2035     -3.306400e+02 -2.114001e+01
11 2035     -2.845700e+02 -2.098999e+01
7 2036     -3.306400e+02 -2.114001e+01
11 2036     -2.845700e+02 -2.098999e+01
7 2037     -1.311900e+02 -9.319000e+01
10 2037     -1.001500e+02 -7.865002e+01
11 2037     -1.121300e+02 -8.403998e+01
13 2037     -8.753000e+01 -7.135999e+01
7 2038     3.418700e+02 -1.073100e+02
11 2038     3.018200e+02 -9.467999e+01
13 2038     2.448200e+02 -7.807001e+01
7 2039     -9.173999e+01 3.192800e+02
10 2039     -7.464001e+01 2.631100e+02
11 2039     -8.198001e+01 2.895900e+02
13 2039     -6.687000e+01 2.432000e+02
7 2040     -1.125200e+02 3.160900e+02
10 2040     -9.256000e+01 2.619100e+02
11 2040     -1.014400e+02 2.876200e+02
13 2040     -8.360001e+01 2.427700e+02
16 2040     -7.194000e+01 2.094600e+02
22 2040     -7.707001e+01 2.245400e+02
30 2040     -7.020001e+01 1.963300e+02
34 2040     -6.910001e+01 1.855400e+02
39 2040     -5.510999e+01 1.662700e+02
43 2040     -6.447000e+01 1.747100e+02
45 2040     -4.454001e+01 1.566000e+02
7 2041     -1.125200e+02 3.160900e+02
10 2041     -9.256000e+01 2.619100e+02
11 2041     -1.014400e+02 2.876200e+02
13 2041     -8.360001e+01 2.427700e+02
16 2041     -7.194000e+01 2.094600e+02
22 2041     -7.707001e+01 2.245400e+02
34 2041     -6.910001e+01 1.855400e+02
39 2041     -5.510999e+01 1.662700e+02
43 2041     -6.447000e+01 1.747100e+02
45 2041     -4.454001e+01 1.566000e+02
7 2042     -5.625000e+01 1.152100e+02
10 2042     -5.017999e+01 1.036900e+02
11 2042     -5.295001e+01 1.101200e+02
13 2042     -4.673001e+01 1.004200e+02
22 2042     -4.514001e+01 9.534000e+01
7 2043     3.499900e+02 8.876999e+01
10 2043     2.750600e+02 6.603003e+01
13 2043     2.502100e+02 5.785999e+01
39 2043     1.630100e+02 3.091998e+01
43 2043     1.649400e+02 3.189001e+01
7 2044     3.512000e+02 7.453003e+01
10 2044     2.767000e+02 5.489001e+01
11 2044     3.103500e+02 6.372998e+01
13 2044     2.516800e+02 4.814001e+01
39 2044     1.639200e+02 2.464001e+01
43 2044     1.657900e+02 2.535999e+01
7 2045     2.732900e+02 1.534003e+01
11 2045     2.534900e+02 1.353003e+01
7 2046     -1.470500e+02 -6.959998e+01
10 2046     -1.141000e+02 -6.040997e+01
11 2046     -1.283600e+02 -6.359003e+01
13 2046     -1.014700e+02 -5.513000e+01
16 2046     -8.491000e+01 -4.935999e+01
22 2046     -9.225000e+01 -5.220001e+01
30 2046     -8.185999e+01 -4.819000e+01
7 2047     3.082000e+02 -1.035200e+02
10 2047     2.471100e+02 -8.390002e+01
11 2047     2.749600e+02 -9.241998e+01
13 2047     2.251700e+02 -7.682001e+01
7 2048     2.591100e+02 -9.682001e+01
11 2048     2.349200e+02 -8.744000e+01
7 2049     2.591100e+02 -9.682001e+01
11 2049     2.349200e+02 -8.744000e+01
7 2050     -4.273999e+01 1.463600e+02
10 2050     -3.828000e+01 1.297600e+02
11 2050     -4.051999e+01 1.380300e+02
13 2050     -3.510001e+01 1.239800e+02
22 2050     -3.442001e+01 1.175200e+02
7 2051     -1.916200e+02 8.673001e+01
10 2051     -1.470300e+02 6.413000e+01
13 2051     -1.301500e+02 5.708002e+01
16 2051     -1.077100e+02 4.527002e+01
22 2051     -1.177400e+02 5.053003e+01
30 2051     -1.024200e+02 4.057001e+01
34 2051     -9.945999e+01 3.757001e+01
39 2051     -8.131000e+01 3.328003e+01
43 2051     -9.292001e+01 3.420001e+01
45 2051     -6.925000e+01 2.990997e+01
7 2052     -2.784900e+02 6.365997e+01
10 2052     -2.130800e+02 4.466998e+01
11 2052     -2.416700e+02 5.392999e+01
13 2052     -1.888900e+02 4.095001e+01
16 2052     -1.563500e+02 3.096002e+01
21 2052     -1.143600e+02 9.495001e+01
22 2052     -1.710900e+02 3.541998e+01
26 2052     -4.698999e+01 8.989999e+01
28 2052     1.694000e+01 8.396997e+01
7 2053     1.384100e+02 -6.300000e+01
10 2053     1.218600e+02 -5.585999e+01
11 2053     1.301900e+02 -5.859998e+01
13 2053     1.149400e+02 -5.234003e+01
16 2053     1.015000e+02 -4.825000e+01
22 2053     1.079800e+02 -5.015002e+01
30 2053     9.276001e+01 -4.641998e+01
34 2053     8.342999e+01 -4.477002e+01
39 2053     8.244000e+01 -4.169000e+01
43 2053     7.979001e+01 -4.417999e+01
45 2053     8.598999e+01 -4.146002e+01
7 2054     2.087100e+02 -7.747998e+01
10 2054     1.788900e+02 -6.675000e+01
11 2054     1.927800e+02 -7.140997e+01
13 2054     1.674700e+02 -6.264001e+01
16 2054     1.461100e+02 -5.632001e+01
22 2054     1.557500e+02 -5.897998e+01
30 2054     1.349700e+02 -5.434003e+01
34 2054     1.230400e+02 -5.215997e+01
39 2054     1.189500e+02 -4.825000e+01
43 2054     1.171200e+02 -5.078998e+01
45 2054     1.207100e+02 -4.769000e+01
7 2055     -9.889001e+01 3.313100e+02
10 2055     -8.070001e+01 2.707700e+02
16 2055     -6.209000e+01 2.081400e+02
30 2055     -6.023001e+01 1.969500e+02
39 2055     -4.712000e+01 1.684100e+02
45 2055     -3.719000e+01 1.589400e+02
7 2056     -1.403900e+02 4.496002e+01
10 2056     -1.083300e+02 2.960999e+01
11 2056     -1.222600e+02 3.769000e+01
7 2057     2.716800e+02 4.044000e+01
11 2057     2.510600e+02 3.781000e+01
7 2058     -1.212000e+02 -6.653998e+01
10 2058     -9.548999e+01 -5.906000e+01
11 2058     -1.069800e+02 -6.173999e+01
13 2058     -8.554999e+01 -5.512000e+01
7 2059     -2.864500e+02 7.759003e+01
10 2059     -2.169000e+02 5.665997e+01
11 2059     -2.463800e+02 6.614001e+01
29 2059     6.332001e+01 9.210001e+01
36 2059     1.226200e+02 8.597998e+01
7 2060     2.448000e+02 -1.175800e+02
11 2060     2.179600e+02 -1.009600e+02
8 2061     -1.300400e+02 3.819200e+02
9 2061     -1.513000e+02 4.307000e+02
8 2062     -1.300400e+02 3.819200e+02
9 2062     -1.513000e+02 4.307000e+02
8 2063     -1.306200e+02 3.346200e+02
9 2063     -1.499700e+02 3.729700e+02
12 2063     -1.946400e+02 4.685500e+02
14 2063     -1.696900e+02 4.156500e+02
8 2064     -1.568300e+02 2.990200e+02
9 2064     -1.805900e+02 3.359400e+02
8 2065     -1.377400e+02 2.834900e+02
9 2065     -1.586100e+02 3.179900e+02
8 2066     -1.377400e+02 2.834900e+02
9 2066     -1.586100e+02 3.179900e+02
8 2067     -2.066400e+02 9.376001e+01
9 2067     -2.320100e+02 1.051900e+02
14 2067     -2.601200e+02 1.171800e+02
15 2067     -3.325500e+02 1.488300e+02
18 2067     3.051300e+02 1.239600e+02
19 2067     3.398300e+02 1.201100e+02
20 2067     -3.859100e+02 1.727900e+02
23 2067     3.767000e+02 1.159700e+02
24 2067     2.700200e+02 1.291200e+02
25 2067     1.944900e+02 1.379700e+02
27 2067     2.345600e+02 1.330900e+02
8 2068     -2.240000e+02 9.370999e+01
9 2068     -2.512100e+02 1.048100e+02
12 2068     -3.164700e+02 1.316900e+02
14 2068     -2.809300e+02 1.167500e+02
18 2068     2.819900e+02 1.171900e+02
23 2068     3.512100e+02 1.098300e+02
24 2068     2.478300e+02 1.215300e+02
27 2068     2.142100e+02 1.251000e+02
8 2069     -2.240000e+02 9.370999e+01
9 2069     -2.512100e+02 1.048100e+02
12 2069     -3.164700e+02 1.316900e+02
14 2069     -2.809300e+02 1.167500e+02
8 2070     -2.430200e+02 9.207999e+01
9 2070     -2.720700e+02 1.034200e+02
12 2070     -3.417800e+02 1.302000e+02
14 2070     -3.040500e+02 1.154600e+02
15 2070     -3.870700e+02 1.466200e+02
18 2070     2.593400e+02 1.095500e+02
21 2070     3.593400e+02 9.856000e+01
23 2070     3.260100e+02 1.037200e+02
24 2070     2.266900e+02 1.139700e+02
27 2070     1.938800e+02 1.174400e+02
8 2071     -2.277200e+02 8.542999e+01
9 2071     -2.555600e+02 9.567001e+01
12 2071     -3.215300e+02 1.204200e+02
14 2071     -2.857600e+02 1.068100e+02
15 2071     -3.641500e+02 1.365400e+02
18 2071     2.771800e+02 1.059600e+02
19 2071     3.103600e+02 1.027100e+02
21 2071     3.801300e+02 9.497000e+01
23 2071     3.458300e+02 9.939001e+01
24 2071     2.435200e+02 1.100600e+02
25 2071     1.716800e+02 1.173400e+02
27 2071     2.096400e+02 1.132000e+02
31 2071     1.332900e+02 1.224800e+02
8 2072     -2.471100e+02 7.770001e+01
9 2072     -2.770500e+02 8.694000e+01
12 2072     -3.482600e+02 1.098900e+02
14 2072     -3.092400e+02 9.698999e+01
21 2072     3.533200e+02 8.108002e+01
23 2072     3.199800e+02 8.517999e+01
27 2072     1.888800e+02 9.601001e+01
8 2073     -2.279200e+02 6.544000e+01
9 2073     -2.550300e+02 7.350000e+01
18 2073     2.780500e+02 8.097998e+01
19 2073     3.109900e+02 7.846002e+01
23 2073     3.449500e+02 7.532001e+01
24 2073     2.449400e+02 8.445001e+01
8 2074     -2.337400e+02 6.202002e+01
9 2074     -2.609300e+02 7.002002e+01
12 2074     -3.281000e+02 8.898001e+01
14 2074     -2.921000e+02 7.809998e+01
15 2074     -3.710200e+02 1.006800e+02
18 2074     2.710600e+02 7.594000e+01
19 2074     3.028700e+02 7.312000e+01
21 2074     3.715200e+02 6.650000e+01
23 2074     3.379600e+02 7.032001e+01
24 2074     2.379100e+02 7.907001e+01
